;time;base_elec_rate;opt_elec_rate;base_charg_load;target_charg_load;res_charg_load;rel_charg_load;CMA_opt_elec_rate;CMA_base_elec_rate;CMA_base_charg_load;CMA_target_charg_load;CMA_res_charg_load;CMA_rel_charg_load
31;2021-11-01 00:30:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;659.5769111433829;1.8483964340318788;488.99667550285267;-0.2586206896551724
32;2021-11-01 00:31:00;0.116;0.266;660.0;9.140406661695199;489.3103448275862;-0.2586206896551724;0.266;0.116;659.5664415307208;1.8573532998188667;488.9889135486378;-0.2586206896551724
33;2021-11-01 00:32:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;659.1466419187094;1.8584706592617566;488.6776828018018;-0.2586206896551724
34;2021-11-01 00:33:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;659.1276599329905;1.8517361573675717;488.6636099503204;-0.2586206896551724
35;2021-11-01 00:34:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.7011296557095;1.8372366850462178;488.34738922750853;-0.2586206896551724
36;2021-11-01 00:35:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.6772848981087;1.8151565137260437;488.32971121756333;-0.2586206896551724
37;2021-11-01 00:36:00;0.116;0.266;653.4;9.140406661695199;484.4172413793103;-0.2586206896551724;0.266;0.116;658.2478224835254;1.2351807609938852;488.0113166688206;-0.2586206896551724
38;2021-11-01 00:37:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;657.811973023097;1.2192723186460788;487.68818689643405;-0.2586206896551724
39;2021-11-01 00:38:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;657.7825214247163;1.1983791555756442;487.6663520907379;-0.2586206896551724
40;2021-11-01 00:39:00;0.116;0.266;653.4;0.0;484.4172413793103;-0.2586206896551724;0.266;0.116;657.7622759770794;0.6221725388249814;487.65134253473116;-0.2586206896551724
41;2021-11-01 00:40:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;657.7514962990595;0.6125691857255571;487.6433507044752;-0.2586206896551724
42;2021-11-01 00:41:00;0.116;0.266;653.4;0.0;484.4172413793103;-0.2586206896551724;0.266;0.116;657.7503221833585;1.1696945433466348;487.64248023938654;-0.2586206896551724
43;2021-11-01 00:42:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;657.7587705800601;1.1718800616708729;487.64874370590655;-0.2586206896551724
44;2021-11-01 00:43:00;0.116;0.266;653.4;0.0;484.4172413793103;-0.2586206896551724;0.266;0.116;657.7767351928635;1.1696945433466348;487.6620622981575;-0.2586206896551724
45;2021-11-01 00:44:00;0.116;0.266;653.4;0.0;484.4172413793103;-0.2586206896551724;0.266;0.116;658.2015543195421;0.6125691857255571;487.97701440931564;-0.2586206896551724
46;2021-11-01 00:45:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.2230141730493;0.6221725388249814;487.9929243007089;-0.2586206896551724
47;2021-11-01 00:46:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.2518784453168;0.6291241153857999;488.0143236749763;-0.2586206896551724
48;2021-11-01 00:47:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.6853430016516;0.6333322878106424;488.3356853288107;-0.2586206896551724
49;2021-11-01 00:48:00;0.116;0.266;660.0;9.140406661695199;489.3103448275862;-0.2586206896551724;0.266;0.116;658.3020422994779;0.6347412578370948;488.05151411857844;-0.2586206896551724
50;2021-11-01 00:49:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.7202638174862;0.6333322878106424;488.36157489917065;-0.2586206896551724
51;2021-11-01 00:50:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.7323115241513;0.6291241153857999;488.3705068196294;-0.2586206896551724
52;2021-11-01 00:51:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;659.1466419187093;0.6221725388249814;488.6776828018017;-0.2586206896551724
53;2021-11-01 00:52:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;659.5507487896077;0.6125691857255571;488.97727927505395;-0.2586206896551724
54;2021-11-01 00:53:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;659.5457292749406;0.6004395031567904;488.97355791073176;-0.2586206896551724
55;2021-11-01 00:54:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;659.1316495361125;0.5859400308354364;488.66656775953174;-0.2586206896551724
56;2021-11-01 00:55:00;0.116;0.266;653.4;0.0;484.4172413793103;-0.2586206896551724;0.266;0.116;658.7075433065797;1.1385100803796888;488.3521441755677;-0.2586206896551724
57;2021-11-01 00:56:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.6860433601681;1.1551950710252807;488.33620456012454;-0.2586206896551724
58;2021-11-01 00:57:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.2588127243706;1.1863795339922267;488.0194646059989;-0.2586206896551724
59;2021-11-01 00:58:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.2360917912594;1.7822637290721919;488.00261977627855;-0.2586206896551724
60;2021-11-01 00:59:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.2206026639303;1.820681755385975;487.99113645774133;-0.2586206896551724
61;2021-11-01 01:00:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.2125445603872;1.8517361573675717;487.98516234649395;-0.2586206896551724
62;2021-11-01 01:01:00;0.116;0.266;653.4;0.0;484.4172413793103;-0.2586206896551724;0.266;0.116;657.8009827822519;1.8750255889219996;487.6800389592558;-0.2586206896551724
63;2021-11-01 01:02:00;0.116;0.266;653.4;9.140406661695199;484.4172413793103;-0.2586206896551724;0.266;0.116;657.795963267585;1.8902460844727185;487.67631759493355;-0.2586206896551724
64;2021-11-01 01:03:00;0.116;0.266;660.0;9.140406661695199;489.3103448275862;-0.2586206896551724;0.266;0.116;658.1975521777905;1.897197661033537;487.97404730422403;-0.2586206896551724
65;2021-11-01 01:04:00;0.116;0.266;653.4;0.0;484.4172413793103;-0.2586206896551724;0.266;0.116;658.1958344463586;1.895788691007085;487.97277381367974;-0.2586206896551724
66;2021-11-01 01:05:00;0.116;0.266;660.0;9.140406661695199;489.3103448275862;-0.2586206896551724;0.266;0.116;658.2018713339412;2.4552929522377207;487.9772494372323;-0.2586206896551724
67;2021-11-01 01:06:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.2155831492631;2.4540140431966173;487.98741509341926;-0.2586206896551724
68;2021-11-01 01:07:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;657.8257509998236;2.4425723074249377;487.6984016033175;-0.2586206896551724
69;2021-11-01 01:08:00;0.116;0.266;653.4;0.0;484.4172413793103;-0.2586206896551724;0.266;0.116;657.0200552187196;2.9903762987326092;487.1010754207748;-0.2586206896551724
70;2021-11-01 01:09:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;657.4183548843195;2.975876826411256;487.39636655216776;-0.2586206896551724
71;2021-11-01 01:10:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;657.813206548426;2.3992581618892252;487.6891014065917;-0.2586206896551724
72;2021-11-01 01:11:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;657.8058225665858;1.8318415043716358;487.6836270752275;-0.2586206896551724
73;2021-11-01 01:12:00;0.116;0.266;660.0;9.140406661695199;489.3103448275862;-0.2586206896551724;0.266;0.116;658.2049099228173;1.8261688368519204;487.97950218415747;-0.2586206896551724
74;2021-11-01 01:13:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;657.3785084667622;1.2624564031964425;487.3668252425996;-0.2586206896551724
75;2021-11-01 01:14:00;0.116;0.266;653.4;0.0;484.4172413793103;-0.2586206896551724;0.266;0.116;657.3577881154265;1.2624564031964425;487.35146360281607;-0.2586206896551724
76;2021-11-01 01:15:00;0.116;0.266;646.8;9.140406661695199;479.5241379310345;-0.2586206896551724;0.266;0.116;657.3478792238521;1.8261688368519204;487.3441173556145;-0.2586206896551724
77;2021-11-01 01:16:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;657.7464767843924;1.8318415043716358;487.6396293401531;-0.2586206896551724
78;2021-11-01 01:17:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;657.7437049187042;1.8300031216993806;487.6375743362807;-0.2586206896551724
79;2021-11-01 01:18:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;657.7506391977578;1.820681755385975;487.6427152673032;-0.2586206896551724
80;2021-11-01 01:19:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;657.7671890401726;1.8039967647403825;487.65498497805896;-0.2586206896551724
81;2021-11-01 01:20:00;0.116;0.266;646.8;0.0;479.5241379310345;-0.2586206896551724;0.266;0.116;657.3820996811703;1.7988186587324348;487.36948769466073;-0.2586206896551724
82;2021-11-01 01:21:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;657.4050736523253;1.8052123494815153;487.3865201215515;-0.2586206896551724
83;2021-11-01 01:22:00;0.116;0.266;660.0;9.140406661695199;489.3103448275862;-0.2586206896551724;0.266;0.116;657.8358177806978;1.8044358011837294;487.7058649063793;-0.2586206896551724
84;2021-11-01 01:23:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.6591806478766;1.2459014735361993;488.31628910101205;-0.2586206896551724
85;2021-11-01 01:24:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.6661149269304;1.2512966542107813;488.3214300320345;-0.2586206896551724
86;2021-11-01 01:25:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.678612336382;2.38980673459047;488.33069535283494;-0.2586206896551724
87;2021-11-01 01:26:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.69651297283;2.4177815352070726;488.3439665143395;-0.2586206896551724
88;2021-11-01 01:27:00;0.116;0.266;653.4;9.140406661695199;484.4172413793103;-0.2586206896551724;0.266;0.116;658.719591013245;2.4360597673074658;488.3610760960264;-0.2586206896551724
89;2021-11-01 01:28:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;659.5426906860647;2.4444106900971927;488.9713051638065;-0.2586206896551724
90;2021-11-01 01:29:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;659.5457292749406;3.0119792734154514;488.9735579107318;-0.2586206896551724
91;2021-11-01 01:30:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;659.5507487896077;2.4663608004320174;488.97727927505395;-0.2586206896551724
92;2021-11-01 01:31:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;659.5576830686615;2.4796732645036323;488.9824202060765;-0.2586206896551724
93;2021-11-01 01:32:00;0.116;0.266;660.0;18.280813323390397;489.3103448275862;-0.2586206896551724;0.266;0.116;658.7443592308166;2.482491204556537;488.3794387400881;-0.2586206896551724
94;2021-11-01 01:33:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.7307334301482;3.044032185471547;488.3693368533856;-0.2586206896551724
95;2021-11-01 01:34:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.7218419114893;3.0425674171826804;488.36274486541447;-0.2586206896551724
96;2021-11-01 01:35:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;659.1153661373227;3.04737190880724;488.65449558456686;-0.2586206896551724
97;2021-11-01 01:36:00;0.116;0.266;660.0;9.140406661695199;489.3103448275862;-0.2586206896551724;0.266;0.116;659.1014975792154;3.0583888458492026;488.6442137225217;-0.2586206896551724
98;2021-11-01 01:37:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.6804173999292;3.0568233361059947;488.3320335896026;-0.2586206896551724
99;2021-11-01 01:38:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.662292515512;3.0426974781680296;488.31859617529324;-0.2586206896551724
100;2021-11-01 01:39:00;0.116;0.266;646.8;0.0;479.5241379310345;-0.2586206896551724;0.266;0.116;658.649788157019;3.5854424860301375;488.3093257026175;-0.2586206896551724
101;2021-11-01 01:40:00;0.116;0.266;660.0;9.140406661695199;489.3103448275862;-0.2586206896551724;0.266;0.116;658.2320232908385;2.462374589783888;487.9996034742424;-0.2586206896551724
102;2021-11-01 01:41:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;658.2191184828716;2.467543581934866;487.99003611661163;-0.2586206896551724
103;2021-11-01 01:42:00;0.116;0.266;660.0;9.140406661695199;489.3103448275862;-0.2586206896551724;0.266;0.116;658.2136683848767;2.462374589783888;487.9859955267188;-0.2586206896551724
104;2021-11-01 01:43:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;657.3936575921445;2.4469324056504496;487.3780564907278;-0.2586206896551724
105;2021-11-01 01:44:00;0.116;0.266;653.4;0.0;484.4172413793103;-0.2586206896551724;0.266;0.116;656.9680863010116;2.440072456687001;487.0625467404051;-0.2586206896551724
106;2021-11-01 01:45:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;656.9520364525947;2.44188436062785;487.0506477148546;-0.2586206896551724
107;2021-11-01 01:46:00;0.116;0.266;660.0;9.140406661695199;489.3103448275862;-0.2586206896551724;0.266;0.116;656.9481453291443;3.002945017744723;487.0477629164347;-0.2586206896551724
108;2021-11-01 01:47:00;0.116;0.266;653.4;0.0;484.4172413793103;-0.2586206896551724;0.266;0.116;656.9295204507292;4.14004612809796;487.03395481692;-0.2586206896551724
109;2021-11-01 01:48:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;656.8964033809802;3.6095562498738802;487.00940250658863;-0.2586206896551724
110;2021-11-01 01:49:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;656.8761645141725;4.772509966819453;486.99439782947275;-0.2586206896551724
111;2021-11-01 01:50:00;0.116;0.266;646.8;0.0;479.5241379310345;-0.2586206896551724;0.266;0.116;656.4580222327235;4.834347485673012;486.6843957932262;-0.2586206896551724
112;2021-11-01 01:51:00;0.116;0.266;653.4;9.140406661695199;484.4172413793103;-0.2586206896551724;0.266;0.116;656.4521053265856;4.895468991178664;486.6800091214341;-0.2586206896551724
113;2021-11-01 01:52:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;656.8584908472683;4.936430711836226;486.98129493849206;-0.2586206896551724
114;2021-11-01 01:53:00;0.116;0.266;660.0;9.140406661695199;489.3103448275862;-0.2586206896551724;0.266;0.116;656.4561612883771;4.956699252409544;486.6830161275899;-0.2586206896551724
115;2021-11-01 01:54:00;0.116;0.266;646.8;18.280813323390397;479.5241379310345;-0.2586206896551724;0.266;0.116;656.4660803362667;4.405408111906394;486.69036990447364;-0.2586206896551724
116;2021-11-01 01:55:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;656.4770771579413;4.973401607929571;486.6985227205426;-0.2586206896551724
117;2021-11-01 01:56:00;0.116;0.266;660.0;18.280813323390397;489.3103448275862;-0.2586206896551724;0.266;0.116;656.4890072654758;5.538870147263483;486.707367455439;-0.2586206896551724
118;2021-11-01 01:57:00;0.116;0.266;653.4;9.140406661695199;484.4172413793103;-0.2586206896551724;0.266;0.116;656.5151900561713;6.099894701851407;486.7267788347476;-0.2586206896551724
119;2021-11-01 01:58:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;656.939386867085;6.085362153097775;487.04126957387336;-0.2586206896551724
120;2021-11-01 01:59:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;656.9379218054848;5.495469457892108;487.0401834075147;-0.2586206896551724
121;2021-11-01 02:00:00;0.116;0.266;653.4;0.0;484.4172413793103;-0.2586206896551724;0.266;0.116;656.9353263385661;6.021566892262995;487.0382591820403;-0.2586206896551724
122;2021-11-01 02:01:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;656.9451067402683;7.130292365845219;487.04551016950927;-0.2586206896551724
123;2021-11-01 02:02:00;0.116;0.266;653.4;9.140406661695199;484.4172413793103;-0.2586206896551724;0.266;0.116;657.3512348271271;6.0277768215243;487.34660513045645;-0.2586206896551724
124;2021-11-01 02:03:00;0.116;0.266;660.0;9.140406661695199;489.3103448275862;-0.2586206896551724;0.266;0.116;657.3437398269859;7.747508760438966;487.3410484924205;-0.2586206896551724
125;2021-11-01 02:04:00;0.116;0.266;660.0;9.140406661695199;489.3103448275862;-0.2586206896551724;0.266;0.116;656.9361915354237;7.253407929921188;487.03890062108997;-0.2586206896551724
126;2021-11-01 02:05:00;0.116;0.266;653.4;0.0;484.4172413793103;-0.2586206896551724;0.266;0.116;656.925107381634;7.906039294567663;487.03068305879765;-0.2586206896551724
127;2021-11-01 02:06:00;0.116;0.266;653.4;0.0;484.4172413793103;-0.2586206896551724;0.266;0.116;656.9130596749688;8.563852636098561;487.02175113833886;-0.2586206896551724
128;2021-11-01 02:07:00;0.116;0.266;660.0;9.140406661695199;489.3103448275862;-0.2586206896551724;0.266;0.116;656.9136742160964;8.635825188325867;487.0222067464162;-0.2586206896551724
129;2021-11-01 02:08:00;0.116;0.266;660.0;27.421219985085596;489.3103448275862;-0.2586206896551724;0.266;0.116;657.3245117522645;9.810137621009686;487.32679319564437;-0.2586206896551724
130;2021-11-01 02:09:00;0.116;0.266;653.4;0.0;484.4172413793103;-0.2586206896551724;0.266;0.116;656.9245009360621;10.981180937243607;487.0302334525977;-0.2586206896551724
131;2021-11-01 02:10:00;0.116;0.266;660.0;27.421219985085596;489.3103448275862;-0.2586206896551724;0.266;0.116;657.3321463898346;10.455475854910622;487.33245335798074;-0.2586206896551724
132;2021-11-01 02:11:00;0.116;0.266;653.4;9.140406661695199;484.4172413793103;-0.2586206896551724;0.266;0.116;656.106764029122;10.474141072620991;486.42398022848715;-0.2586206896551724
133;2021-11-01 02:12:00;0.116;0.266;653.4;18.280813323390397;484.4172413793103;-0.2586206896551724;0.266;0.116;656.0893992810613;9.91708997772285;486.41110636354546;-0.2586206896551724
134;2021-11-01 02:13:00;0.116;0.266;660.0;9.140406661695199;489.3103448275862;-0.2586206896551724;0.266;0.116;656.4851352614842;9.887338917203284;486.70449683179004;-0.2586206896551724
135;2021-11-01 02:14:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;656.8816980761935;9.81601773939849;486.9985002978676;-0.2586206896551724
136;2021-11-01 02:15:00;0.116;0.266;660.0;18.280813323390397;489.3103448275862;-0.2586206896551724;0.266;0.116;656.8802800565393;9.722696679111523;486.9974490074342;-0.2586206896551724
137;2021-11-01 02:16:00;0.116;0.266;653.4;18.280813323390397;484.4172413793103;-0.2586206896551724;0.266;0.116;656.8919445874006;9.095291823835595;487.00609684927986;-0.2586206896551724
138;2021-11-01 02:17:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;657.3141154183619;9.037718002475298;487.31908556878545;-0.2586206896551724
139;2021-11-01 02:18:00;0.116;0.266;640.1999999999999;9.140406661695199;474.6310344827586;-0.2586206896551724;0.266;0.116;656.1034957579623;7.861612403505148;486.42155719986846;-0.2586206896551724
140;2021-11-01 02:19:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;655.6764308280933;7.829771829428221;486.10494009668986;-0.2586206896551724
141;2021-11-01 02:20:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;655.2259354725065;7.253500300558173;485.7709521606512;-0.2586206896551724
142;2021-11-01 02:21:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;654.7674013037823;6.6854608451094615;485.43100441487314;-0.2586206896551724
143;2021-11-01 02:22:00;0.116;0.266;660.0;9.140406661695199;489.3103448275862;-0.2586206896551724;0.266;0.116;653.4942436104801;8.36731150951136;484.48711164225244;-0.2586206896551724
144;2021-11-01 02:23:00;0.116;0.266;660.0;18.280813323390397;489.3103448275862;-0.2586206896551724;0.266;0.116;652.2063864945821;7.832705359653803;483.53232102184546;-0.2586206896551724
145;2021-11-01 02:24:00;0.116;0.266;660.0;0.0;489.3103448275862;-0.2586206896551724;0.266;0.116;651.3063792585536;7.322871244359596;482.8650742778931;-0.2586206896551724
146;2021-11-01 02:25:00;0.116;0.266;640.1999999999999;9.140406661695199;474.6310344827586;-0.2586206896551724;0.266;0.116;650.400510129599;7.37096056198886;482.19348164780604;-0.2586206896551724
147;2021-11-01 02:26:00;0.116;0.266;646.8;9.140406661695199;479.5241379310345;-0.2586206896551724;0.266;0.116;650.698889485392;6.83784640219119;482.4146939288251;-0.2586206896551724
148;2021-11-01 02:27:00;0.116;0.266;646.8;9.140406661695199;479.5241379310345;-0.2586206896551724;0.266;0.116;649.364671807293;7.414144646539224;481.4255325467861;-0.2586206896551724
149;2021-11-01 02:28:00;0.116;0.266;653.4;0.0;484.4172413793103;-0.2586206896551724;0.266;0.116;648.0341250348768;7.97793656783843;480.4390926982707;-0.2586206896551724
